,회사명,corp_eng_name,종목코드
104167,동양,TONGYANG Inc,1520
104168,삼익악기,"SAMICK MUSICAL INSTRUMENTS CO.,LTD",2450
104169,노브랜드,Nobland International Inc.,145170
104299,펄어비스,PearlAbyss Corp.,263750
104300,고려산업,"KOREA INDUSTRIAL CO.,LTD",2140
104301,CS,CS CORPORATION,65770
104302,유진기업인수목적7호,EUGENE SPECIAL PURPOSE ACQUISITION 7 COMPANY,388800
104303,이노스페이스,"INNOSPACE Co., Ltd.",462350
104367,솔브레인홀딩스,"Soulbrain Holdings Co., Ltd.",36830
104368,씨티씨바이오,"CTC BIO, INC.",60590
104369,휴젤,"Hugel, Inc.",145020
104370,유안타제9호기업인수목적,Yuanta 9 SPECIAL PURPOSE ACQUISITION COMPANY,430700
104375,에르코스,"ERCOHS Agricultural Corporation Co., Ltd.",435570
104399,한국첨단소재,"KOREA ADVANCED MATERIALS Co.,Ltd.",62970
104400,링크드,Linked Inc.,193250
104430,셀비온,"Cellbion Co., Ltd",308430
104455,현대건설,"HYUNDAI ENGINEERING & CONSTRUCTION CO.,LTD",720
104489,조광ILI,"JOKWANG I.L.I CO., LTD",44060
104522,포니링크,"PonyLink Co., Ltd.",64800
104527,CSA 코스믹,"CSA COSMIC CO., LTD.",83660
104528,포인트모바일,"POINT MOBILE Co., Ltd.",318020
104546,골프존클라우드,"GolfzonCloud Co.,Ltd.",183410
104550,넥스쳐,NEXTURE Corporation,194510
104554,하나은행,KEB Hana Bank,4940
104565,스마트솔루션즈,"Smart Solutions Co.,Ltd.",136510
104566,SK증권제13호스팩,SK Securities No.13 Special Purpose Acquisition Company,473950
104589,대림바스,"DAELIM BATH CO.,LTD.",5750
104590,삼양케이씨아이,Samyang KCI Corporation,36670
104591,오뚜기,OTOKI CORPORATION,7310
104592,티에스넥스젠,"TS Nexgen Co., Ltd.",43220
104593,온타이드,ONTIDE Corp.,5320
104594,미디어젠,"MediaZen, Inc.",279600
104595,퀀텀온,"Quantumon Co., Ltd.",227100
104603,뉴파워프라즈마,"New Power Plasma Co.,Ltd",144960
104617,iM금융지주,"iM Financial Group Co., Ltd.",139130
104618,에스유앤피,SUNP Corporation,19590
104619,오스코텍,OSCOTECInc.,39200
104620,선바이오,"SunBio, Inc.",67370
104621,신라젠,"SillaJen, Inc.",215600
104651,HLB제넥스,"HLB Genex, Inc.",187420
104733,쌍용씨앤이,"SSANGYONGC&E.CO.,LTD.",3410
104755,디엔에프,"DNFCo.,Ltd.",92070
104760,키움제10호스팩,Kiwoom No.10 Special Purpose Acquisition Company,487720
104778,테이팩스,TAPEX INC,55490
104779,이엠코리아,"EMKOREACo.,LTD.",95190
104784,삼진제약,"SAMJIN PHARMACEUTICAL CO.,LTD",5500
104785,제이준코스메틱,"Jayjun Cosmetic Co., Ltd.",25620
104786,동서,DONG SUH COMPANIES INC.,26960
104787,풍산홀딩스,POONGSAN HOLDINGS CORPORATION,5810
104788,현대해상,"HYUNDAIMARINE&FIREINSURANCECO.,LTD.",1450
104789,이월드,"E-WORLD CO.,LTD.",84680
104790,노루페인트,"NOROO PAINT & COATINGS Co.,LTD",90350
104791,삼천리자전거,"SAMCHULY BICYCLE CO., LTD",24950
104792,이수앱지스,"ISU Abxis Co., Ltd.",86890
104793,S&K폴리텍,"S&KPOLYTECCO.,LTD.",91340
104794,참좋은여행,"Very Good Tour Co.,Ltd.",94850
104795,엔젤로보틱스,"ANGEL ROBOTICS Co., Ltd.",455900
104796,노머스,Knowmerce Corp.,473980
104797,더즌,Dozn Inc.,462860
104806,동일스틸럭스,"DONGIL STEELUX CO., LTD.",23790
104807,더콘텐츠온,"The Contents On Co., Ltd.",302920
104811,에코프로,"ECOPRO CO.,LTD",86520
104848,GS피앤엘,"GS P&L Co., Ltd.",499790
104849,파이오링크,"Piolink, Inc.",170790
104879,위세아이텍,"WISE iTech Co., Ltd.",65370
104880,미래에셋비전스팩5호,Mirae Asset Vision Special Purpose Acquisition 5 Company,477470
104881,씨어스테크놀로지,SEERS TECHNOLOGY,458870
104903,에스에스알,SSR Inc.,275630
104920,프리젠,PREGEN INC.,60910
104933,코렌텍,"Corentec Co., Ltd.",104540
104940,EDGC,"Eone Diagnomics Genome Center Co., Ltd.",245620
104969,솔루엠,"SOLUM CO., LTD.",248070
104970,바이온,"BYON Co., Ltd.",32980
104973,미쥬,"Miju Co., Ltd.",351020
104992,옵트론텍,OPTRONTEC Inc.,82210
104993,수산인더스트리,"SOOSAN INDUSTRIES CO., LTD.",126720
105012,코다코,"KODACO CO., LTD",46070
105036,젠큐릭스,Gencurix Inc.,229000
105051,KB금융,KB Financial Group Inc.,105560
105059,APS,APS Inc.,54620
105093,에스티팜,"ST PHARM CO., LTD.",237690
105094,파나케이아,PANACEA Inc.,58530
105095,에스오에스랩,"SOS LAB Co., Ltd.",464080
105112,아이큐어,Icure Pharmaceutical Incorporation,175250
105129,플루토스,"Plutus Investment Co.,Ltd",19570
105130,베른,VERNE INC.,322190
105131,티이엠씨씨엔에스,"TEMC CNS Co., Ltd.",241790
105136,모토닉,MOTONIC CORPORATION,9680
105137,하이제7호기업인수목적,HI Special Purpose Acquisition Company VII,400840
105138,엔에이치스팩31호,NH SPECIAL PURPOSE ACQUISITION 31 COMPANY,481890
105142,가이아코퍼레이션,"GAIA CORPORATION CO., LTD",296520
105149,대신밸런스제13호기업인수목적,Daishin Balance No.13 Special Purpose Acqusition Company,438220
105150,대신밸런스제19호스팩,Daishin Balance No.19 Special Purpose Acquisition Company,482690
105151,위츠,"WITS Co., Ltd.",459100
105152,유디엠텍,"UDMTEK Co.,Ltd.",389680
105155,대원,"DAEWON CO., LTD.",7680
105157,풀무원,Pulmuone Corporate,17810
105158,락앤락,"LOCK&LOCK CO.,LTD.",115390
105159,오리엔트정공,Orient Precision Industries Inc.,65500
105160,한일현대시멘트,"HANIL HYUNDAI CEMENT CO.,LTD",6390
105161,비엘팜텍,BL Pharmtech Corp.,65170
105162,진양화학,CHINYANG CHEMICAL CORPORATION,51630
105169,진양산업,"CHIN YANG INDUSTRY CO.,LTD.",3780
105170,다우데이타,DAOU DATA CORP.,32190
105171,서울보증보험,Seoul Guarantee Insurance Company,31210
105181,한일네트웍스,"HANIL NETWORKS CO., LTD.",46110
105194,와이오엠,"Y-OPTICS MANUFACTURE Co., Ltd.",66430
105195,화인베스틸,"FINEBESTEEL CO., LTD",133820
105196,인선이엔티,INSUN ENVIRONMENTAL NEW TECHNOLOGY CO.,60150
105197,넷마블,Netmarble Corporation,251270
105198,두산로보틱스,Doosan Robotics Inc.,454910
105199,넥스턴바이오,"NEXTURNBIOSCIENCE Co., LTD",89140
105200,한국투자패러랠유전해외자원개발특별자산투자회사1호(지분증권),KIM PARALLEL OILFIELD OVERSEAS RESOURCES DEVELOPMENT SPECIAL ASSET FUND [1](EQUI,168490
105201,제우스,"ZEUSCO.,LTD.",79370
105202,제이앤티씨,"JNTC CO.,LTD.",204270
105203,아이엠지티,IMGT Corporation Limited,456570
105204,상신이디피,"SANGSINENERGYDISPLAYPRECISIONCO.,LTD",91580
105206,컴투스홀딩스,Com2uS Holdings Corporation,63080
105212,비투엔,"B2En Co., Ltd.",307870
105213,엑시큐어하이트론,EXICURE HITRON INC.,19490
105214,아스테라시스,"ASTERASYS Co., Ltd.",450950
105215,데이원컴퍼니,Day1 Company Inc.,373160
105232,이엠앤아이,"EMnI Co., Ltd.",83470
105269,프롬바이오,"From Bio Co., Ltd.",377220
105303,덴티움,DENTIUM,145720
105323,윤성에프앤씨,"YUNSUNG F&C Co.,Ltd",372170
105326,케일럼,"CAELUM Co., Ltd.",258610
105333,신영해피투모로우제7호기업인수목적,Shinyoung HappyTomorrow No.7 Special Purpose Acquisition Company,419270
105350,아이빔테크놀로지,"IVIM Technology, Inc.",460470
105358,한일시멘트,"HANILCEMENTCO.,LTD.",300720
105359,키움제11호스팩,Kiwoom No.11 Special Purpose Acquisition Company,489480
105365,아이티센코어,"ITCENCORE CO.,LTD.",243870
105366,미트박스,MeatBox Global Inc.,475460
105367,유안타제17호스팩,Yuanta 17 SPECIAL PURPOSE ACQUISITION COMPANY,493790
105378,태웅,"TAEWOONG CO., LTD.",44490
105398,미투온,"ME2ON CO., LTD",201490
105399,탑선,"Topsun co.,Ltd",180060
105407,케이만금세기차륜집단유한공사,Cayman Golden Century Wheel Group Limited,900280
105408,AK홀딩스,"AK Holdings, Inc.",6840
105411,아주스틸,"AJUSTEEL CO.,LTD.",139990
105413,블루콤,"BLUECOM CO.,LTD",33560
105414,아이언디바이스,Iron Device Corp.,464500
105415,엔에이치기업인수목적23호,NH SPECIAL PURPOSE ACQUISITION 23 COMPANY,422040
105443,싸이토젠,"Cytogen, Inc.",217330
105449,킵스파마,Keeps Biopharma Inc.,256940
105453,포톤,"PHOTON CO., LTD",208710
105454,PKC,"PKC Co., Ltd.",1340
105455,엔케이,"NK CO.,LTD.",85310
105456,지에이이노더스,"GA INNODUS CO., LTD.",76340
105461,화인써키트,"Finecircuit CO.,LTD.",127980
105480,라피치,"RAPEECH Co.,Ltd",403360
105495,엑셀세라퓨틱스,Xcell Therapeutics Inc.,373110
105516,신일전자,"SHINIL ELECTRONICS CO.,LTD",2700
105517,자이글,"Zaigle Co., Ltd.",234920
105533,케이비캐피탈,"KB CAPITAL CO,. LTD",21960
105536,대호에이엘,"DAEHO AL Co.,Ltd.",69460
105538,알바이오,"R Bio CO., LTD.",3190
105548,인지컨트롤스,"INZI CONTROLS CO.,LTD",23800
105549,강원에너지,"KANGWON ENERGY Co., Ltd.",114190
105550,동국홀딩스,"DONGKUK HOLDINGS CO.,LTD.",1230
105551,대동스틸,"DAE DONG STEEL CO., LTD.",48470
105552,신라섬유,SillaTextile,1000
105561,HD현대마린엔진,"HD-Hyundai Marine Engine Co., Ltd.",71970
105562,노블엠앤비,"Noble M&B Co., Ltd.",106520
105599,소니드,Sonid Inc.,60230
105600,티엑스알로보틱스,"TXR Robotics Co., Ltd.",484810
105601,삼성에스디에스,"SAMSUNG SDS CO., LTD.",18260
105602,삼성SDI,"SAMSUNG SDI CO.,LTD",6400
105616,남해화학,NAMHAE CHEMICAL CORPORATION,25860
105618,디와이디,"DYD Co.,LTD.",219550
105619,삼양엔씨켐,SAMYANG NC Chem Corp.,482630
105678,로아앤코,"Loa & Co Co., Ltd.",214310
105690,KT지니뮤직,KT GENIE MUSIC CORPORATION,43610
105691,삼일씨엔에스,"SAMIL C&S CO.,LTD",4440
105692,삼기에너지솔루션즈,"SAMKEE ENERGY SOLUTIONS CO.,LTD",419050
105709,삼성FN리츠,"SamsungFN REIT Co., Ltd.",448730
105710,성우,"SUNGWOO CO., LTD",458650
105711,유진스팩11호,EUGENE SPECIAL PURPOSE ACQUISITION 11 COMPANY,488060
105723,지앤비에스 에코,"GnBS eco Co.,Ltd",382800
105733,인천도시가스,INCHON CITY GAS,34590
105735,비유테크놀러지,B.U Technology,230980
105769,광무,"Kwangmu Co.,Ltd.",29480
105770,틸론,"TILON Co.,Ltd.",217880
105787,HLB파나진,"HLB PANAGENE Co., LTD.",46210
105789,한국가구,KoreaFurniture,4590
105790,리더스코스메틱,"LEADERS COSMETICS CO., LTD.",16100
105791,케이피엠테크,"KPM TECH CO., LTD.",42040
105792,원익홀딩스,"WONIK HOLDINGS CO.,LTD.",30530
105793,제이엠아이,"JEONGMOON INFORMATION CO.,LTD.",33050
105794,메디앙스,"Medience Co., LTD.",14100
105795,크레오에스지,"CreoSG Co.,Ltd.",40350
105814,메디콕스,"MEDICOX Co., Ltd.",54180
105815,아이지넷,Aiji net Inc.,462980
105817,GS건설,GS Engineering & Construction Corp,6360
105824,코오롱머티리얼,KOLON MATERIALS,144620
105825,한화플러스제5호스팩,Hanwha Plus No 5 Special Purpose Acquisition Company,498390
105858,우양,"WOOYANG  Co., Ltd.",103840
105859,차바이오텍,"Chabiotech Co.,Ltd.",85660
105860,더코디,"THE CODI Co., LTD.",224060
105861,한국유니온제약,"UNION KOREA PHARM CO.,Ltd",80720
105902,에이디테크놀로지,"ADTechnology Co., Ltd.",200710
105933,일진전기,"ILJIN ELECTRIC CO.,LTD",103590
105934,네이처셀,"NATURECELL CO.,LTD.",7390
105939,글로벌텍스프리,"Global Tax Free Co., Ltd.",204620
105940,KISCO홀딩스,KISCO Holdings Corp.,1940
105941,비츠로시스,"VitzroSys., Co. LTD",54220
105947,미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",85620
105948,에코플라스틱,ECOPLASTIC CORPORATION,38110
105949,오리콤,ORICOM Inc,10470
105950,종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,1630
105951,KBI메탈,"KBI METAL CO., LTD.",24840
105952,코오롱,KOLON CORPORATION,2020
105953,태영건설,TAEYOUNG ENGINEERING & CONSTRUCTION,9410
105997,지엘팜텍,GL Pharm Tech Corp.,204840
106001,NHN KCP,NHN KCP Corp.,60250
106002,기가레인,"GIGALANE Co., Ltd.",49080
106003,파커스,"PAKERS CO., Ltd.",65690
106004,아미노로직스,"AMINOLOGICS CO.,LTD.",74430
106005,텔콘RF제약,TELCON RF PHARMACEUTICAL. Inc.,200230
106006,에이팩트,"APACT Co., Ltd.",200470
106007,서진시스템,"SEOJIN SYSTEM CO.,LTD",178320
106016,한익스프레스,"HAN EXPRESS CO.,LTD",14130
106017,엑스게이트,"AXGATE Co., Ltd.",356680
106018,SPC삼립,"SPC SAMLIP CO., LTD.",5610
106019,대유,"DAEYU CO., LTD.",290380
106020,팬젠,Pangen Biotech Inc.,222110
106021,벡트,"VECT Co., Ltd.",457600
106037,제이씨현시스템,"JCH Systems, Inc.",33320
106038,MH에탄올,"MHETHANOL CO.,LTD",23150
106039,탑엔지니어링,Top Engineering Company Limited,65130
106040,삼성카드,"SAMSUNG CARD CO.,LTD",29780
106041,싸이맥스,CYMECHS Inc.,160980
106042,와이즈버즈,Wise birds Inc.,273060
106043,세방전지,"SEBANG GLOBAL BATTERY CO.,LTD",4490
106044,사조동아원,"SAJODONGAONE CO.,LTD",8040
106045,신영스팩10호,Shinyoung HappyTomorrow No.10 Special Purpose Acquisition Company,472220
106046,GS리테일,"GS Retail Co.,Ltd",7070
106047,에이치엠씨제7호스팩,HMCIB No.7 Special Purpose Acquisition Company,477340
106048,지누스,ZINUS INC.,13890
106049,심플랫폼,"Simplatform Co., Ltd.",444530
106063,에이스테크,Ace Technologies Corp.,88800
106064,한울소재과학,"HanWool Materials Science, Inc.",91440
106065,고영,KohYoungTechnologyInc.,98460
106066,에스에너지,"S-EnergyCO.,LTD.",95910
106067,장원테크,"JangWonTech Co., Ltd.",174880
106068,아시아경제,"The Asia Business Daily Co., Ltd.",127710
106069,제너셈,Genesem Inc.,217190
106070,제노레이,"GENORAY Co., LTD.",122310
106071,알엔투테크놀로지,"RN2 Technologies Co., Ltd.",148250
106072,엔투텍,"N2TECH CO.,LTD",227950
106073,피엔에이치테크,"P&H TECH Co., Ltd.",239890
106074,보라티알,"BORATR CO., Ltd.",250000
106075,와이엠텍,"YM Tech Co., Ltd.",273640
106076,알로이스,ALOYS Inc.,297570
106101,토탈소프트,TOTAL SOFT BANK LTD.,45340
106110,신스틸,"SHIN STEEL CO.,LTD.",162300
106120,롯데하이마트,"LOTTE Himart Co.,Ltd",71840
106122,HS애드,HS Ad Inc.,35000
106123,동아타이어공업,"DONG AH TIRE & RUBBER CO.,LTD",282690
106144,동일기연,DongilTechnology,32960
106156,프레스티지바이오로직스,"Prestige Biologics Co., Ltd.",334970
106157,스코넥,"SKONEC ENTERTAINMENT Co., Ltd.",276040
106158,온코크로스,"Oncocross Co.,Ltd.",382150
106159,에이텀,"ATUM CO., LTD.",355690
106160,오브젠,OBZEN Inc.,417860
106161,시큐레터,"SecuLetter Co., Ltd.",418250
106162,한울비앤씨,"HanulBnC CO.,LTD",214870
106184,LS에코에너지,LS Eco Energy Ltd.,229640
106185,AP시스템,Advanced Process Systems Corporation,265520
106186,신한제10호기업인수목적,Shinhan 10th Special Purpose Acquisition Company,418210
106187,한국피아이엠,"PIM KOREA Co.,Ltd.",448900
106194,HDC랩스,"HDC LABS Co., Ltd.",39570
106197,코엔텍,"Korea Environment Technology Co., LTD.",29960
106203,삼화네트웍스,"SAMHWA NETWORKS Co.,Ltd.",46390
106207,웨이버스,"WAVUS Co.,Ltd",336060
106208,와이제이링크,"YJLINK CO.,LTD.",209640
106209,인스피언,"Inspien, Inc.",465480
106215,녹십자웰빙,GREEN CROSS WellBeing Corporation,234690
106216,포스코스틸리온,"POSCO STEELEON Co.,Ltd.",58430
106217,포스코퓨처엠,"POSCO FUTURE M CO., LTD.",3670
106218,마니커,"MANIKER CO.,LTD.",27740
106219,세아홀딩스,SEAH HOLDINGS CORP,58650
106220,해성디에스,"HAESUNG DS Co.,Ltd.",195870
106221,HS효성첨단소재,HS HYOSUNG ADVANCED MATERIALS,298050
106227,유바이오로직스,"EuBiologics Co., Ltd.",206650
106239,이지스레지던스리츠,"IGIS RESIDENCE REIT Co., Ltd.",350520
106240,대주이엔티,"Daejoo Energy INnovation Technology Co.,Ltd",114920
106241,시너지이노베이션,"Synergy Innovation Co., Ltd.",48870
106242,컴투스,Com2uSCorporation,78340
106243,젬백스,"GemVax & KAEL Co.,Ltd.",82270
106244,SDN,SDN Company Ltd.,99220
106245,와이지엔터테인먼트,YG Entertainment Inc.,122870
106302,쓰리에이로직스,3ALogics. Inc.,177900
106358,유네코,"UNECO CO.,LTD.",64510
106378,네오이뮨텍,"NeoImmuneTech, Inc.",950220
106439,앤에스,"NS Co., Ltd.",126870
106533,한국미라클피플사,"KOREA MIRACLE PEOPLE COMPANY Co., Ltd.",331660
106538,케이씨피드,"KC FEED CO., LTD.",25880
106539,남양유업,"NAMYANG DAIRY PRODUCTS CO.,LTD",3920
106540,매일홀딩스,"MAEIL HOLDINGS CO., LTD.",5990
106550,엠오티,"MOT Co., Ltd.",413390
106563,동성제약,"DONGSUNG PHARMACEUTICAL CO.,LTD",2210
106574,파멥신,PharmAbcine Inc.,208340
106621,광진실업,KwangjinInd,26910
106622,영풍제지,"YOUNGPOONG PAPER MFG CO.,LTD",6740
106668,드림텍,"DREAMTECH CO.,LTD.",192650
106669,더테크놀로지,"The Technology Co., Ltd.",43090
106670,한중엔시에스,"HanJungNCS.Co.,Ltd",107640
106671,미래에셋비전스팩6호,Mirae Asset Vision Special Purpose Acquisition 6 Company,478440
106685,LG생명과학,"LG LIFE SCIENCES,  LTD.",68870
106711,퀄리타스반도체,"QUALITAS SEMICONDUCTOR CO., LTD.",432720
106722,대한제당,TS CORPORATION,1790
106723,한탑,Hantop Inc.,2680
106724,대한제분,"DAEHAN FLOUR MILL CO.,LTD",1130
106725,한일사료,HANIL FEED Co.Ltd,5860
106726,대상,DAESANG CORPORATION,1680
106727,팜스토리,"FarmStory CO.,LTD.",27710
106728,삼양식품,Samyang Foods Inc.,3230
106729,모아텍,"MOATECH CO., LTD.",33200
106730,이지홀딩스,"Easy Holdings Co., Ltd.",35810
106731,서울식품공업,"SEOUL FOOD IND CO.,LTD",4410
106732,드림어스컴퍼니,Dreamus Company,60570
106733,iMBC,"iMBC Co., Ltd.",52220
106734,우성,"WOOSUNG CO., LTD.",6980
106738,스톰테크,"Stormtec Co.,Ltd",352090
106742,한국공항,"KOREA AIRPORT SERVICE CO.,LTD",5430
106744,한국쉘석유,"HANKOOK SHELL OIL CO.,LTD",2960
106745,에이비프로바이오,"Abpro Bio Co., Ltd.",195990
106746,제닉스,"ZENIX Co., Ltd.",381620
106747,쇼박스,SHOWBOX Corp.,86980
106748,야스,"YAS Co., Ltd",255440
106762,씨아이테크,"CITECH CO.,LTD",4920
106786,와이투솔루션,"Y2 Solution CO.,LTD",11690
106809,산은캐피탈,KDB CAPITAL CORPORATION,8270
106840,서호전기,"Seoho Electric Co.,Ltd.",65710
106841,코스나인,"Cosnine Co., Ltd",82660
106846,우주일렉트로,"UJU ELECTRONICS CO., LTD",65680
106938,세실,SESILCORPORATION,84450
106970,기업은행,INDUSTRIAL BANK OF KOREA,24110
106971,한국전자인증,KOREA ELECTRONIC CERTIFICATION AUTHORITY,41460
106982,신한글로벌액티브리츠,"Shinhan Global Active REIT Co., Ltd.",481850
106983,민테크,"Mintech Co., Ltd.",452200
106992,디지캡,"DigiCAP Co., Ltd.",197140
106998,삼익THK,"SAMICK THK CO.,LTD",4380
106999,TS트릴리온,"TS Trillion Co., Ltd.",317240
107000,스마트레이더시스템,"Smart Radar System, Inc.",424960
107001,위너스,"Winners Co., Ltd.",479960
107003,MDS테크,MDS Tech Inc.,86960
107004,신비앤텍,"Seen BnTek Co.,Ltd.",70480
107014,테크엘,"TechL Co., LTD.",64520
107015,디엘건설,"DL Construction Co., LTD.",1880
107044,슈피겐코리아,"Spigen Korea Co., Ltd",192440
107063,광림,"KANGLIM Co., LTD.",14200
107065,아모텍,"Amotech Co., Ltd.",52710
107067,강스템바이오텍,"KANGSTEM BIOTECH CO., LTD.",217730
107071,모트렉스,"MOTREX CO., LTD",118990
107072,캐리,"CARRY CO., LTD.",313760
107079,에스케이렌터카,"SK RENT A CAR CO.,LTD",68400
107080,SKC,SKC LTD,11790
107081,태성,"TAESUNG CO.,LTD.",323280
107082,씨앗,"CIAAT Co., Ltd.",103660
107118,비에이치아이,"BHI Co., LTD.",83650
107130,디비엘,"DBL Co., Ltd.",41500
107161,드림인사이트,"DREAMINSIGHT Co., Ltd.",362990
107166,미래에셋비전스팩7호,Mirae Asset Vision Special Purpose Acquisition 7 Company,482680
107170,비비씨,"Best Bristle Company Co., Ltd.",318410
107174,진영,"JINYOUNG CO., LTD",285800
107192,조흥,CHOHEUNG CORPORATION,2600
107193,쎄트렉아이,"SatrecInitiativeCo.,Ltd.",99320
107194,아미코젠,"Amicogen, Inc.",92040
107195,동원F&B,"DONGWON F & B CO.,LTD",49770
107196,에스앤디,"S&D Co., Ltd",260970
107197,해태제과식품,"Haitai Confectionery and Foods Co., Ltd.",101530
107212,조이시티,JoyCity Corporation,67000
107213,크로넥스,"CRONEX.CO.,LTD",215570
107214,인피니트헬스케어,"INFINITT Healthcare Co., Ltd.",71200
107215,메디안디노스틱,Median Diagnostics Inc.,233250
107219,상상인제3호기업인수목적,Sangsangin No.3 Special Purpose Acquisition Company,415580
107235,대교,"DAEKYO CO.,LTD",19680
107237,이랜텍,"Elentec Co., Ltd",54210
107262,우리은행,Woori Bank ,30
107293,와이랩,YLAB Corporation,432430
107306,배터리솔루션즈,"Battery Solutions Co.,Ltd",199870
107308,셀젠텍,"CELLGENTEK Co., Ltd",258250
107309,스튜디오드래곤,Studio Dragon Corporation,253450
107310,지니틱스,"Zinitix Co.,Ltd.",303030
107311,엠에프엠코리아,"MFM KOREA Co., Ltd.",323230
107320,디아이티,DIT Corp.,110990
107321,유비벨록스,UbiVelox Inc.,89850
107333,동아쏘시오홀딩스,"Dong-A Socio Holdings Co.,Ltd",640
107334,우리종합금융,"Woori Investment Bank Co.,Ltd",10050
107335,리튬포어스,Lithium-for-earth Inc ,73570
107336,동아에스티,"DONG-A ST CO.,LTD",170900
107337,DGI,"DG-ITX Co., Ltd.",99520
107338,씨피시스템,"CP SYSTEM CO.,LTD",413630
107351,한서제약,"HANSEOPHARM.CO.,LTD.",44070
107354,플래닛팔이,Planet82 Inc.,57330
107406,미래반도체,"MIRAI SEMICONDUCTORS CO., LTD.",254490
107407,하이젠알앤엠,"HIGEN RNM CO., LTD",160190
107414,한국맥널티,"Mcnulty Korea Co., Ltd",222980
107415,CJ제일제당,CJ CHEILJEDANG CORP.,97950
107416,선진,"SUNJIN CO., LTD.",136490
107417,노바렉스,"NOVAREX Co., Ltd.",194700
107418,삼양사,Samyang Corporation,145990
107419,팜스빌,"Pharmsville Co., Ltd.",318010
107420,샘표식품,SEMPIO FOODS COMPANY,248170
107421,크라운제과,"CROWN CONFECTIONERY CO.,LTD",264900
107422,에이치피오,"H.PIO Co., Ltd.",357230
107423,오리온,ORION CORP.,271560
107424,미래생명자원,"MILAE BIORESOURCES CO., LTD.",218150
107425,롯데웰푸드,"LOTTE WELLFOOD CO.,LTD",280360
107426,뉴트리,"Newtree Co., Ltd.",270870
107427,유니포인트,UNIPOINT Corp.,121060
107428,광동헬스바이오,"Kwangdong Healthbio Co., Ltd.",86220
107442,하나금융22호기업인수목적,Hana Financial Twenty-two SPAC,418170
107443,온코닉테라퓨틱스,Onconic Therapeutics Inc.,476060
107459,KBG,KBG Corp.,318000
107464,경동나비엔,"KYUNG DONG NAVIEN CO.,LTD",9450
107465,남화토건,"Nam Hwa Construction Company, Limited",91590
107466,남광토건,"NAMKWANG ENGINEERING & CONSTRUCTION CO.,LTD",1260
107467,스페코,Speco,13810
107468,에스엠코어,SMCore.Inc,7820
107469,대창,"DAECHANG Co.,Ltd",12800
107470,한국알콜,KoreaAlcoholIndustrial,17890
107471,동원산업,"DONGWON INDUSTRIES CO.,LTD",6040
107472,유진기업,EUGENE Corporation,23410
107473,동화약품,"DONGWHA PHARM.CO.,LTD",20
107474,아이즈비전,EYESVISION CORPORATION,31310
107475,보해양조,"BOHAE BREWERY CO.,LTD",890
107476,에스엘,SL CORPORATION,5850
107477,대아티아이,"DAEA TI CO., LTD.",45390
107478,SK디스커버리,"SK Discovery Co.,Ltd.",6120
107479,코데즈컴바인,"Codes Combine Co.,Ltd.",47770
107480,한성크린텍,"HANSUNG CLEANTECH CO., LTD.",66980
107481,동원시스템즈,Dongwon Systems Corporation,14820
107482,한라IMS,"HANLA IMS Co., LTD",92460
107483,유화증권,"YUHWA SECURITIES CO.,LTD",3460
107518,네오크레마,"Neo Cremar Co., Ltd.",311390
107519,KB제30호스팩,KB No.30 Special Purpose Acquisition Company,486630
107534,소룩스,"Solux Co., Ltd.",290690
107536,에이치엘사이언스,"HLSCIENCE Co., LTD",239610
107562,대동고려삼,"DAEDONG KOREA GINSENG CO.,LTD.",178600
107608,한솔피엔에스,"HANSOL PNS CO.,LTD.",10420
107617,한국애보트진단,Abbott Diagnostics Korea Inc.,66930
107664,제이엔케이글로벌,"JNK Global Co., Ltd.",126880
107669,씨알푸드,Ssial Food Inc.,236030
107670,바이오텐,"Bioten Co., Ltd",289170
107671,인산가,INSAN Inc.,277410
107672,위지윅스튜디오,"WYSIWYG STUDIOS CO., LTD.",299900
107673,휴럼,"Hurum Co., Ltd.",353190
107674,이지바이오,"EASY BIO, Inc.",353810
107675,오에스피,"OSP Co., Ltd",368970
107676,경동제약,KyungdongPharm,11040
107677,고려제약,"KOREAN DRUG CO., LTD.",14570
107678,국제약품,"Kukje Pharma Co., Ltd.",2720
107679,대한약품,DaehanPharmaceutical,23910
107680,동구바이오제약,"DongKoo Bio & Pharma Co., Ltd.",6620
107681,동국제약,"DongKookPharmaceuticalCo.,Ltd.",86450
107682,원익피앤이,"WONIK PNE CO., LTD.",217820
107683,에스엔유프리시젼,"SNUPrecisionCo.,Ltd.",80000
107708,GST,"GlobalStandardTechnologyCo.,Ltd.",83450
107709,일성건설,"ILSUNG CONSTRUCTION CO.,LTD",13360
107710,이엠텍,"EM-Tech.CO.,LTD.",91120
107711,OCI홀딩스,OCI Holdings Company Ltd.,10060
107712,제넥신,"Genexine, Inc.",95700
107713,휴스틸,"HUSTEEL CO.,LTD",5010
107714,휴메딕스,"Humedix Co., Ltd.",200670
107715,한국종합기술,Korea Engineering Consultants Corp.,23350
107716,코스맥스엔비티,"COSMAX NBT, INC.",222040
107717,한국앤컴퍼니,"HANKOOK & COMPANY CO., LTD.",240
107718,삼기,SAMKEE CORP.,122350
107719,코스모화학,"COSMOCHEMICALCO.,LTD",5420
107720,한미사이언스,"Hanmi Science Co.,Ltd",8930
107721,씨이랩,"XIIlab Co., Ltd",189330
